Ind,ProjectID,SWE,AFP,EI,EO,EQ,ILF,EIF,NPDR,IS_Banking,IS_Communication,IS_Construction,IS_ElectronicsComputers,IS_Financial,IS_Government,IS_Insurance,IS_Manufacturing,IS_Medical,IS_ProfessionalServices,IS_ServiceIndustry,IS_Utilities,IS_WholesaleRetail,RS_M1,RS_M2
231,0.801126036,0.038564722,0.088461538,0.12962963,0.25,0.030716724,0.142857143,0.035211268,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8,0.018575165,0.505030181,0.269230769,0,0.513392857,0.194539249,0,0.147887324,0.386206897,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77,0.266613468,0.798792757,0.219230769,0.308641975,0.053571429,0.054607509,0.089795918,0.017605634,0.755172414,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
248,0.847630447,0.060697518,0.465384615,0.209876543,0.111607143,0.064846416,0.4,0.14084507,0.079310345,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
167,0.597153877,0.252850436,0.076923077,0.009259259,0.254464286,0,0.028571429,0.253521127,0.365517241,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
191,0.6802323,0.037558685,0.057692308,0.141975309,0.120535714,0.167235495,0.089795918,0,0.196551724,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
119,0.450325841,0.623742455,0.711538462,0.432098765,0.299107143,0,0.257142857,0.123239437,0.310344828,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
264,0.922950747,0.262240107,0.1,0.231481481,0.125,0.034129693,0.118367347,0,0.45862069,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
63,0.204681474,0.197518444,0.807692308,0.37037037,0.754464286,0.122866894,0.228571429,0,0.051724138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,0.418052046,0.964453387,0.269230769,0.351851852,0.089285714,0.061433447,0.057142857,0,0.810344828,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
141,0.502504766,0.250838364,0.092307692,0.12654321,0,0.262798635,0.142857143,0,0.320689655,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
88,0.294587046,0.603286385,0.534615385,0.234567901,0.428571429,0.153583618,0.167346939,0.035211268,0.272413793,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
249,0.848650086,0.626425218,0.607692308,0.419753086,0.232142857,0.150170648,0.028571429,0,0.372413793,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
211,0.726470719,0.704225352,0.596153846,0.305555556,0.5,0.088737201,0.114285714,0,0.317241379,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
44,0.126124928,0.300469484,0.746153846,0.259259259,0.459821429,0.283276451,0.155102041,0.052816901,0.131034483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
243,0.831449218,0.172032193,0.561538462,0.095679012,0.401785714,0.054607509,0.306122449,0.271126761,0.093103448,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
189,0.672208184,0.083165661,0.011538462,0.092592593,0.223214286,0.075085324,0.097959184,0,0.351724138,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
65,0.212040608,0.183098592,0.819230769,0.191358025,0.214285714,0.027303754,0.571428571,0.295774648,0.079310345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
60,0.189830208,0.469148223,0.688461538,0.472222222,0.370535714,0,0.457142857,0.035211268,0.14137931,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
93,0.310280622,0.076458753,0.380769231,0.175925926,0.308035714,0.300341297,0.057142857,0,0.117241379,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
261,0.906902514,0.436619718,0.834615385,0.478395062,0.200892857,0.225255973,0.089795918,0,0.217241379,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
238,0.817484595,0.034875922,0.776923077,0.259259259,0,0.040955631,0,1,0.010344828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
267,0.934255442,0.285043595,0.065384615,0.141975309,0,0.170648464,0.167346939,0,0.496551724,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
279,0.960455734,0.327967807,0.015384615,0.12037037,0,0.139931741,0.097959184,0.070422535,0.572413793,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
157,0.548920512,0.3722334,0.565384615,0.277777778,0.535714286,0.116040956,0.057142857,0,0.196551724,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
163,0.575298134,0.132796781,0.369230769,0.077160494,0.017857143,0.249146758,0.281632653,0.137323944,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.248826291,0.173076923,0.166666667,0.366071429,0.064846416,0.057142857,0.017605634,0.348275862,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,0.128962185,0.358148893,0.042307692,0.064814815,0.330357143,0.081911263,0.085714286,0,0.437931034,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
153,0.538635457,0.64889336,0.196153846,0.274691358,0.03125,0.19112628,0.114285714,0,0.486206897,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0.107815756,0.110663984,0.603846154,0.138888889,0.696428571,0.092150171,0.151020408,0,0.086206897,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
59,0.188810569,0.742119383,0.757692308,0.530864198,0.330357143,0.04778157,0.028571429,0.017605634,0.320689655,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
242,0.829365607,0.655264923,0.173076923,0.324074074,0.370535714,0,0,0.017605634,0.448275862,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
46,0.132952077,0.507712944,0.788461538,0.527777778,0.09375,0.33105802,0.142857143,0.035211268,0.168965517,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
245,0.831981203,0.560362173,0.296153846,0.157407407,0,0.351535836,0.212244898,0,0.365517241,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
241,0.820809505,0.038564722,0.6,0.148148148,0.834821429,0.051194539,0.142857143,0.088028169,0.034482759,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
104,0.362814204,0.048289738,0.323076923,0.222222222,0.191964286,0.010238908,0.342857143,0.105633803,0.086206897,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
133,0.484018265,0.555667337,0.134615385,0.160493827,0.25,0.061433447,0.028571429,0.070422535,0.524137931,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16,0.037238995,0.038229376,0.634615385,0.12962963,0.491071429,0.122866894,0.342857143,0,0.055172414,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
263,0.918074212,0.24379611,0.646153846,0.385802469,0.102678571,0.262798635,0.293877551,0,0.113793103,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
221,0.783481846,0.009725017,0.119230769,0,0,0.081911263,0.555102041,0,0.148275862,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116,0.442878042,0.330315225,0.265384615,0.271604938,0.017857143,0.290102389,0.085714286,0,0.265517241,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
260,0.906680853,0.266934943,0.35,0.277777778,0.084821429,0.218430034,0.159183673,0,0.275862069,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
74,0.251451877,0.868879946,0.661538462,0.444444444,0.254464286,0.081911263,0.085714286,0.017605634,0.45862069,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
110,0.423504899,0.721998659,0.992307692,0.336419753,0.526785714,0.228668942,0.367346939,0.024647887,0.244827586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
145,0.511193864,0.928906774,0.311538462,0.296296296,0.044642857,0.163822526,0.085714286,0,0.74137931,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
38,0.103870196,0.942991281,0.761538462,0.75308642,0,0.081911263,0.110204082,0,0.451724138,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
27,0.056479142,0.655935614,0.05,0.018518519,0.392857143,0.020477816,0.171428571,0,0.731034483,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
227,0.78937802,0.390342052,0.142307692,0.212962963,0.03125,0.163822526,0.057142857,0,0.472413793,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
140,0.500687148,0.616700201,0.6,0.320987654,0,0.392491468,0.269387755,0,0.255172414,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
121,0.457418983,0.649228706,0.830769231,0.404320988,0.209821429,0.290102389,0.240816327,0.035211268,0.213793103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
286,0.99667509,0.145875252,0.023076923,0.200617284,0.035714286,0.071672355,0.089795918,0,0.362068966,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
87,0.285809283,0.975855131,0.323076923,0.067901235,0.325892857,0.092150171,0.371428571,0,0.551724138,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0.018796826,0.064721663,0.734615385,0.101851852,0.566964286,0.194539249,0.33877551,0.070422535,0.051724138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,0.010595381,0.427230047,0.096153846,0.021604938,0.491071429,0.054607509,0.085714286,0,0.434482759,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
198,0.698408476,0.693158954,0.415384615,0.351851852,0.049107143,0.150170648,0.171428571,0,0.527586207,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
202,0.714634038,0.861502347,0.846153846,0.330246914,0.415178571,0.33105802,0.212244898,0,0.262068966,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
204,0.715964002,0.441314554,0.357692308,0.061728395,0.022321429,0.317406143,0.297959184,0,0.431034483,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
287,1,0.352448021,0.323076923,0.37962963,0.40625,0.09556314,0,0,0.206896552,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
229,0.794343219,0.075452716,0.173076923,0.098765432,0.120535714,0.098976109,0.228571429,0.105633803,0.186206897,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
149,0.527641087,0.220657277,0.580769231,0,0.950892857,0,0.06122449,0,0.168965517,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
139,0.497317906,0.118041583,0.296153846,0.231481481,0,0.389078498,0.028571429,0.035211268,0.144827586,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
67,0.229817795,0.039235412,0.611538462,0.055555556,0.830357143,0.071672355,0.06122449,0.211267606,0.04137931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0.003635235,0.705566734,0.473076923,0.466049383,0.125,0.027303754,0.159183673,0,0.493103448,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
86,0.279957441,0.005030181,0.446153846,0.182098765,0.25,0.348122867,0.114285714,0,0.05862069,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
177,0.630181318,0.621730382,0,0.092592593,0.263392857,0.034129693,0.159183673,0,0.796551724,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
217,0.764552024,0.013413816,0.923076923,0.444444444,0.241071429,0.320819113,0.285714286,0.123239437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48,0.137207962,0.525150905,0.376923077,0.108024691,0.200892857,0.068259386,0.273469388,0.211267606,0.306896552,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
117,0.445227646,0.837357478,0.661538462,0.074074074,0.276785714,0.542662116,0.085714286,0.123239437,0.313793103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,0.609921532,0.86351442,0.753846154,0.604938272,0.044642857,0.259385666,0.155102041,0.017605634,0.289655172,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
51,0.159773019,0.064721663,0.630769231,0.345679012,0.232142857,0.177474403,0.314285714,0,0.051724138,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0.000132996,0.420858484,0.088461538,0.074074074,0.142857143,0.064846416,0.085714286,0.197183099,0.479310345,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
209,0.72420978,0.492957746,0.142307692,0.206790123,0.392857143,0.020477816,0,0,0.568965517,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18,0.039588598,0.281354795,0.157692308,0.231481481,0.196428571,0.102389078,0.085714286,0,0.34137931,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0.02801791,0.01240778,0.234615385,0.302469136,0.089285714,0.054607509,0.257142857,0.017605634,0.096551724,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,0.14297114,0.490610329,0.692307692,0.388888889,0.058035714,0.201365188,0.624489796,0.105633803,0.131034483,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
56,0.167974465,0.258551308,0.05,0.12654321,0.183035714,0.092150171,0.057142857,0.066901408,0.393103448,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
212,0.740213681,0.102615694,0.25,0.148148148,0.209821429,0.09556314,0.110204082,0.123239437,0.165517241,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
178,0.631112293,0.699195171,0.284615385,0.108024691,0.214285714,0.020477816,0.057142857,0.352112676,0.444827586,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,0.053154232,0.317907445,0.680769231,0.157407407,0.46875,0,0.428571429,0.158450704,0.131034483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
183,0.649288469,0.208920188,0.453846154,0.151234568,0.223214286,0.276450512,0.224489796,0.042253521,0.14137931,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101,0.328412466,0.036887995,0.046153846,0.135802469,0.147321429,0.150170648,0.069387755,0,0.272413793,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
186,0.663607749,0.323943662,0.073076923,0.203703704,0.116071429,0.14334471,0.057142857,0,0.386206897,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
