Ind,ProjectID,SWE,AFP,EI,EO,EQ,ILF,EIF,NPDR,IS_Banking,IS_Communication,IS_Construction,IS_Electronics & Computers,IS_Financial,IS_Government,IS_Insurance,IS_Manufacturing,IS_Medical & Health Care,IS_Mining,IS_Professional Services,IS_Service Industry,IS_Utilities,IS_Wholesale & Retail,RS_M1,RS_M2,RS_S
68,0.3599604636535178,0.06688732588608468,0.5157894736842105,0.8378378378378379,0.2356687898089172,0.04411764705882353,0.4685314685314685,0.20408163265306117,0.026086956521739132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93,0.5285290682001977,0.08812577575506828,0.5747368421052631,0.8054054054054054,0.07643312101910828,0.6985294117647058,0.6083916083916084,0.0,0.029565217391304355,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14,0.06235960104232191,0.06219831747345195,0.0,0.010810810810810811,0.06369426751592357,0.022058823529411763,0.1678321678321678,0.44897959183673464,0.14608695652173914,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,0.03728996315931349,0.20479933802234174,0.17473684210526316,0.12432432432432433,0.12738853503184716,0.19117647058823528,0.02797202797202797,0.9387755102040815,0.19478260869565217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
143,0.7896486656483062,0.6007447248655358,0.11578947368421053,0.0918918918918919,0.15286624203821658,0.11029411764705882,0.17482517482517484,0.14285714285714285,0.7773913043478262,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
103,0.5875640219247011,0.0,0.5494736842105262,0.6216216216216217,0.07643312101910828,0.6102941176470588,0.4685314685314685,0.40816326530612246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
118,0.679935304160302,0.7538270583367812,0.34947368421052627,0.2756756756756757,0.10828025477707008,0.6102941176470588,0.2727272727272727,0.24489795918367346,0.4017391304347826,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,0.1638961272351514,0.1403944283547097,0.4631578947368421,0.3081081081081081,0.01273885350318471,0.551470588235294,0.6153846153846154,0.0,0.07304347826086956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,0.019049330577769807,0.10150324093228522,0.5136842105263157,0.10810810810810811,0.7515923566878981,0.3970588235294118,0.5104895104895105,0.3061224489795918,0.045217391304347834,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,0.2302992182586036,0.020824713832574823,0.2757894736842105,0.03783783783783784,0.10191082802547773,0.6323529411764706,0.3706293706293706,0.1020408163265306,0.03478260869565218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
175,0.9608680025159493,0.1108812577575507,0.391578947368421,0.10270270270270271,0.20382165605095542,0.3602941176470588,0.5244755244755245,0.9591836734693876,0.059130434782608696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
152,0.8055979872405428,1.0,0.5705263157894737,0.7297297297297298,0.5159235668789809,0.411764705882353,0.6993006993006994,0.346938775510204,0.28521739130434787,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
138,0.7634558361038728,0.30326851468762933,0.1094736842105263,0.08108108108108109,0.1656050955414013,0.00735294117647059,0.30769230769230765,0.04081632653061225,0.34608695652173915,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
163,0.8670590349537246,0.4784167701006758,0.19999999999999998,0.016216216216216217,0.07006369426751592,0.00735294117647059,0.6363636363636364,0.510204081632653,0.41043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151,0.8050139275766017,0.10591642532064544,0.2063157894736842,0.10270270270270271,0.11464968152866244,0.19117647058823528,0.32167832167832167,0.510204081632653,0.11304347826086958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
161,0.8590169826579208,0.09984829678665014,0.36631578947368415,0.2972972972972973,0.10191082802547773,0.11764705882352941,0.6153846153846154,0.7142857142857142,0.059130434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,0.028394285200826652,0.07998896703902911,0.23999999999999996,0.4594594594594595,0.07006369426751592,0.09558823529411764,0.3706293706293706,0.0,0.06782608695652174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
124,0.6941324467607153,0.6658391945938491,0.14736842105263157,0.043243243243243246,0.1910828025477707,0.1764705882352941,0.2727272727272727,0.1020408163265306,0.6121739130434782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12,0.0406595381435888,0.7321748724313888,0.671578947368421,0.43783783783783786,0.8407643312101911,0.42647058823529416,0.6013986013986015,0.04081632653061225,0.22434782608695653,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
107,0.605894509839159,0.41387394842090747,0.8589473684210526,0.8756756756756758,0.26751592356687903,0.7867647058823529,0.6293706293706294,0.8775510204081632,0.09565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34,0.1556743642735196,0.7368638808440215,0.5663157894736842,0.2756756756756757,0.4840764331210191,0.9191176470588235,0.1258741258741259,0.7142857142857142,0.2886956521739131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,0.14969898463473802,0.8425044821403944,0.1326315789473684,0.06486486486486487,0.14649681528662423,0.30147058823529416,0.14685314685314682,0.04081632653061225,0.8052173913043479,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
169,0.9316650193188967,0.0013791201213625703,0.11789473684210525,0.10270270270270271,0.038216560509554146,0.07352941176470587,0.14685314685314682,0.8163265306122448,0.059130434782608696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
119,0.6815527001527542,0.008964280788856707,0.11157894736842103,0.13513513513513514,0.24203821656050956,0.13970588235294118,0.048951048951048945,0.0,0.06260869565217392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15,0.07022194267229759,0.2235553716728727,0.0694736842105263,0.043243243243243246,0.19745222929936307,0.04411764705882353,0.02797202797202797,0.40816326530612246,0.36000000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
149,0.7999371012669603,0.06923183009240105,0.40421052631578946,0.15675675675675677,0.26751592356687903,0.11764705882352941,0.6713286713286714,0.9183673469387755,0.03826086956521739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
111,0.627819211070177,0.05819886912150049,0.15368421052631578,0.05945945945945946,0.21019108280254778,0.24999999999999997,0.0,0.6326530612244897,0.09391304347826088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
63,0.3258603648126516,0.68018204385602,0.5789473684210525,0.31891891891891894,0.07006369426751592,0.6838235294117646,0.6293706293706294,0.8979591836734693,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
43,0.21659627998921732,0.7153496069507654,0.33684210526315783,0.1783783783783784,0.30573248407643316,0.3235294117647059,0.24475524475524474,0.7346938775510203,0.5339130434782609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
144,0.7922095426363556,0.6188111984553855,0.5221052631578947,0.8756756756756758,0.6305732484076434,0.19117647058823528,0.048951048951048945,0.0,0.23130434782608694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
108,0.6117800341450266,0.18590539235967452,0.08421052631578946,0.1783783783783784,0.01910828025477708,0.13970588235294118,0.17482517482517484,0.20408163265306117,0.22608695652173916,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16,0.07040165333812559,0.4610398565715074,0.24842105263157896,0.23243243243243245,0.07643312101910828,0.3970588235294118,0.1258741258741259,0.5510204081632653,0.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
134,0.7501572468325994,0.11708729830368225,0.24842105263157896,0.1891891891891892,0.24203821656050956,0.1838235294117647,0.11888111888111887,0.6122448979591836,0.10260869565217393,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,0.03746967382514155,0.7869259412494829,0.47789473684210526,0.4702702702702703,0.9426751592356688,0.06617647058823528,0.24475524475524474,0.0,0.3095652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
170,0.9401563482792703,0.6676320507516205,0.4631578947368421,0.07567567567567568,1.0,0.33088235294117646,0.07692307692307691,0.9183673469387755,0.26956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97,0.5521610207565819,0.20328230588884294,0.3621052631578947,0.3621621621621622,0.802547770700637,0.125,0.02797202797202797,0.1020408163265306,0.13391304347826086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66,0.35057058136400393,0.31705971590125503,0.31157894736842107,0.5243243243243243,0.10191082802547773,0.022058823529411763,0.2727272727272727,0.0,0.26260869565217393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,0.027316021205858576,0.04413184388360228,0.39368421052631575,0.2810810810810811,0.22929936305732485,0.7205882352941176,0.22377622377622375,0.1020408163265306,0.027826086956521744,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
156,0.818132806182047,0.37829264928975315,0.6821052631578947,0.35135135135135137,0.5414012738853503,0.5294117647058824,0.8041958041958043,0.4693877551020408,0.11130434782608697,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,0.08590169826579203,0.05295821266032272,0.06526315789473683,0.0918918918918919,0.07006369426751592,0.022058823529411763,0.2517482517482517,0.0,0.12521739130434784,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
106,0.6036481265163087,0.044683491932147296,0.3157894736842105,0.46486486486486495,0.2611464968152867,0.29411764705882354,0.3706293706293706,0.0,0.05391304347826087,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
177,0.9867014107287266,0.025237898220935043,0.06105263157894736,0.11351351351351352,0.36305732484076436,0.05147058823529412,0.1888111888111888,0.20408163265306117,0.05043478260869565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
59,0.3037110252493485,0.07998896703902911,0.03368421052631579,0.0,0.01273885350318471,0.022058823529411763,0.22377622377622375,0.3061224489795918,0.20521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60,0.30982118788750107,0.2583091987312095,0.5284210526315789,0.5027027027027027,0.5668789808917198,0.33088235294117646,0.30769230769230765,0.32653061224489793,0.09739130434782609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18,0.08271183394734477,0.07998896703902911,0.3326315789473684,0.16216216216216217,0.42038216560509556,0.09558823529411764,0.48951048951048953,0.3061224489795918,0.060869565217391314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23,0.10544523317458893,0.7529995862639636,0.6736842105263158,0.6864864864864866,0.03184713375796179,0.9485294117647058,0.34265734265734266,0.9387755102040815,0.23304347826086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
160,0.8492676790367508,0.13570541994207697,0.4905263157894736,0.24864864864864866,0.3439490445859873,0.07352941176470587,0.9650349650349651,0.4285714285714285,0.05565217391304347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
172,0.9507592775631233,0.564887601710109,0.4357894736842105,0.2810810810810811,0.4840764331210191,0.31617647058823534,0.3846153846153846,0.346938775510204,0.2765217391304348,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
168,0.9220504986970977,0.6527375534409048,0.5073684210526316,0.654054054054054,0.178343949044586,0.4338235294117647,0.24475524475524474,0.1020408163265306,0.2886956521739131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,0.36899092461137567,0.03475382705833678,0.21473684210526314,0.1837837837837838,0.33757961783439494,0.08823529411764705,0.2727272727272727,0.0,0.05565217391304347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
116,0.6590439392577949,0.8575368914632464,0.42315789473684207,0.22162162162162163,0.07643312101910828,0.9999999999999999,0.0,0.9795918367346937,0.3947826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
73,0.36926049061011773,0.7153496069507654,0.42315789473684207,0.17297297297297298,0.32484076433121023,0.9485294117647058,0.17482517482517484,0.0,0.3565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100,0.5650103333632852,0.4180113087849952,0.6968421052631578,0.9189189189189191,0.28025477707006374,0.625,0.0,0.0,0.15304347826086956,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
117,0.6721628178632402,0.07488622258998759,0.6589473684210526,0.5783783783783785,0.5414012738853503,0.5441176470588235,0.3706293706293706,0.1020408163265306,0.026086956521739132,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84,0.4635636625033695,0.3418838780857813,0.5663157894736842,0.637837837837838,0.24203821656050956,0.6029411764705882,0.34265734265734266,0.1020408163265306,0.12695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50,0.25370653248270286,0.694249069093918,0.8842105263157894,0.7945945945945947,0.9490445859872612,0.5808823529411764,0.48251748251748244,0.24489795918367346,0.16347826086956524,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,0.27019498607242337,0.403392635498552,0.23157894736842102,0.4702702702702703,0.01910828025477708,0.09558823529411764,0.08391608391608392,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62,0.3222212238296343,0.25362019031857674,0.24210526315789474,0.16756756756756758,0.32484076433121023,0.08823529411764705,0.2727272727272727,0.40816326530612246,0.18608695652173912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
153,0.8111690178812112,0.14218728451248105,0.07578947368421052,0.010810810810810811,0.2993630573248408,0.13970588235294118,0.02797202797202797,0.0,0.21913043478260869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
158,0.8389343157516398,0.9725555095848848,0.1831578947368421,0.02702702702702703,0.2993630573248408,0.1691176470588235,0.21678321678321677,0.14285714285714285,0.8365217391304347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
74,0.37564021924701224,0.297200386153634,0.5957894736842104,0.945945945945946,0.29299363057324845,0.21323529411764705,0.02797202797202797,0.1020408163265306,0.12695652173913044,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
127,0.7056788570401653,0.565990897807199,0.3999999999999999,0.47567567567567565,0.3885350318471338,0.1691176470588235,0.32167832167832167,0.0,0.34782608695652173,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,0.16964686854164795,0.03930492345883327,0.6926315789473684,0.7621621621621621,0.7388535031847134,0.2720588235294118,0.32167832167832167,0.510204081632653,0.0052173913043478334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,0.11065684248360136,0.4577299682802372,0.33894736842105266,0.03783783783783784,0.7707006369426752,0.11029411764705882,0.32167832167832167,0.1020408163265306,0.26434782608695656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29,0.13231197771587738,0.6976968693973244,0.4357894736842105,0.03783783783783784,0.7388535031847134,0.2647058823529412,0.5664335664335665,0.24489795918367346,0.3026086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
70,0.3627010513073951,0.5258585022755482,0.48631578947368415,0.2918918918918919,0.24203821656050956,0.47058823529411764,0.4685314685314685,0.8979591836734693,0.2156521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
179,0.9954623056878427,0.4963453316783892,0.48842105263157887,0.5405405405405406,0.15286624203821658,0.4338235294117647,0.4195804195804196,0.510204081632653,0.20347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
77,0.4191302003773924,0.5413046476348091,0.39578947368421047,0.34594594594594597,0.09554140127388537,0.8455882352941176,0.17482517482517484,0.1020408163265306,0.26434782608695656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
64,0.3284212418007008,0.11157081781823197,0.09263157894736843,0.04864864864864865,0.15923566878980894,0.21323529411764705,0.11888111888111887,0.0,0.17043478260869566,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
141,0.7821457453499865,0.4545579920011033,0.3052631578947368,0.016216216216216217,0.03184713375796179,0.0,0.972027972027972,0.24489795918367346,0.3060869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
51,0.2548297241441279,0.43221624603502967,0.4736842105263157,0.7081081081081082,0.30573248407643316,0.15441176470588233,0.07692307692307691,0.0,0.25043478260869567,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
126,0.7036571120496002,0.5225486139842781,0.14315789473684207,0.14594594594594595,0.07643312101910828,0.022058823529411763,0.32167832167832167,0.3061224489795918,0.4991304347826087,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
174,0.9555665378740228,0.3766377051441181,0.6399999999999999,0.2918918918918919,0.5987261146496816,0.5441176470588235,0.6153846153846154,0.3061224489795918,0.1582608695652174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128,0.712912211339743,0.28258171286719075,0.3326315789473684,0.22702702702702704,0.3121019108280255,0.3823529411764706,0.3566433566433566,0.0,0.16347826086956524,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55,0.2822805283493575,0.740863329195973,0.5642105263157894,0.35135135135135137,0.46496815286624205,0.7647058823529411,0.3986013986013986,0.1020408163265306,0.26782608695652177,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,0.01087249528259504,0.022755482002482424,0.2863157894736842,0.10810810810810811,0.20382165605095542,0.47058823529411764,0.32167832167832167,0.20408163265306117,0.029565217391304355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
80,0.44204331027046456,0.020824713832574823,0.35789473684210527,0.05945945945945946,0.12101910828025479,0.8897058823529411,0.10489510489510488,0.8163265306122448,0.019130434782608702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
132,0.7464282505166682,0.25430975037925807,0.9999999999999999,0.945945945945946,0.6815286624203822,0.3602941176470588,0.7272727272727273,0.0,0.07478260869565218,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
140,0.7807529876898194,0.2763756723210592,0.00842105263157894,0.05945945945945946,0.08917197452229299,0.022058823529411763,0.048951048951048945,0.0,0.6434782608695653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
180,1.0,0.021790097917528617,0.7705263157894736,0.3675675675675676,0.9617834394904459,0.5294117647058824,0.2937062937062937,0.510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
79,0.4291939976637614,0.3718107847193491,0.6547368421052631,0.518918918918919,0.694267515923567,0.47058823529411764,0.5594405594405595,0.04081632653061225,0.1426086956521739,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
