,IndProjectID,SWE,AFP,EI,EO,EQ,ILF,EIF,NPDR,IS_Banking,IS_Communication,IS_Construction,IS_Electronics & Computers,IS_Financial,IS_Government,IS_Insurance,IS_Manufacturing,IS_Medical & Health Care,IS_Mining,IS_Professional Services,IS_Service Industry,IS_Utilities,IS_Wholesale & Retail,RS_M1,RS_M2,RS_S
155,0.8163356995237667,0.17569990346159153,0.28421052631578947,0.6324324324324324,0.178343949044586,0.11029411764705882,0.11888111888111887,0.20408163265306117,0.10956521739130434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
77,0.4191302003773924,0.5413046476348091,0.39578947368421047,0.34594594594594597,0.09554140127388537,0.8455882352941176,0.17482517482517484,0.1020408163265306,0.26434782608695656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
167,0.9005301464641926,0.209764170459247,0.25473684210526315,0.043243243243243246,0.03184713375796179,0.2426470588235294,0.4685314685314685,0.5714285714285714,0.18956521739130436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
112,0.6509569592955342,0.39153220245483383,0.4442105263157894,0.34054054054054056,0.4140127388535032,0.5808823529411764,0.17482517482517484,0.3061224489795918,0.1756521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,0.1638961272351514,0.1403944283547097,0.4631578947368421,0.3081081081081081,0.01273885350318471,0.551470588235294,0.6153846153846154,0.0,0.07304347826086956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20,0.08666546859556118,0.16039167011446698,0.18105263157894738,0.2756756756756757,0.17197452229299365,0.04411764705882353,0.1258741258741259,0.3061224489795918,0.1617391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
138,0.7634558361038728,0.30326851468762933,0.1094736842105263,0.08108108108108109,0.1656050955414013,0.00735294117647059,0.30769230769230765,0.04081632653061225,0.34608695652173915,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28,0.12781921107017696,0.19845538546407393,0.5199999999999999,0.3837837837837838,0.5987261146496816,0.588235294117647,0.19580419580419578,0.20408163265306117,0.08521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,0.0558450894060562,0.15928837401737692,0.591578947368421,0.5459459459459459,0.9554140127388535,0.625,0.17482517482517484,0.9183673469387755,0.03478260869565218,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
146,0.7954892622877168,0.07943731899048409,0.4168421052631579,0.3081081081081081,0.7261146496815287,0.3970588235294118,0.1258741258741259,0.510204081632653,0.03304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,0.11065684248360136,0.4577299682802372,0.33894736842105266,0.03783783783783784,0.7707006369426752,0.11029411764705882,0.32167832167832167,0.1020408163265306,0.26434782608695656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
88,0.46841585048072604,0.08922907185215834,0.5199999999999999,0.5135135135135136,0.30573248407643316,0.36764705882352944,0.44755244755244755,0.5306122448979591,0.03304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
140,0.7807529876898194,0.2763756723210592,0.00842105263157894,0.05945945945945946,0.08917197452229299,0.022058823529411763,0.048951048951048945,0.0,0.6434782608695653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141,0.7821457453499865,0.4545579920011033,0.3052631578947368,0.016216216216216217,0.03184713375796179,0.0,0.972027972027972,0.24489795918367346,0.3060869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
114,0.6567077006020308,0.6146738380912977,0.43157894736842106,0.3567567567567568,0.2738853503184714,0.14705882352941177,0.34265734265734266,0.8163265306122448,0.30782608695652175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
122,0.6897295354479289,0.06123293338849814,0.15789473684210523,0.043243243243243246,0.09554140127388537,0.44117647058823534,0.07692307692307691,0.20408163265306117,0.09217391304347827,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,0.30982118788750107,0.2583091987312095,0.5284210526315789,0.5027027027027027,0.5668789808917198,0.33088235294117646,0.30769230769230765,0.32653061224489793,0.09739130434782609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,0.028394285200826652,0.07998896703902911,0.23999999999999996,0.4594594594594595,0.07006369426751592,0.09558823529411764,0.3706293706293706,0.0,0.06782608695652174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30,0.13271632671399042,0.3559509033236795,0.8589473684210526,0.8756756756756758,0.5414012738853503,0.1764705882352941,0.9090909090909092,0.40816326530612246,0.11304347826086958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
161,0.8590169826579208,0.09984829678665014,0.36631578947368415,0.2972972972972973,0.10191082802547773,0.11764705882352941,0.6153846153846154,0.7142857142857142,0.059130434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
116,0.6590439392577949,0.8575368914632464,0.42315789473684207,0.22162162162162163,0.07643312101910828,0.9999999999999999,0.0,0.9795918367346937,0.3947826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
29,0.13231197771587738,0.6976968693973244,0.4357894736842105,0.03783783783783784,0.7388535031847134,0.2647058823529412,0.5664335664335665,0.24489795918367346,0.3026086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
35,0.15837002426093988,0.5151013653289203,0.1263157894736842,0.021621621621621623,0.10828025477707008,0.08088235294117646,0.10489510489510488,0.9999999999999999,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.17721693559509033,0.2063157894736842,0.22162162162162163,0.46496815286624205,0.11764705882352941,0.02797202797202797,0.0,0.19478260869565217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
132,0.7464282505166682,0.25430975037925807,0.9999999999999999,0.945945945945946,0.6815286624203822,0.3602941176470588,0.7272727272727273,0.0,0.07478260869565218,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,0.2302992182586036,0.020824713832574823,0.2757894736842105,0.03783783783783784,0.10191082802547773,0.6323529411764706,0.3706293706293706,0.1020408163265306,0.03478260869565218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
149,0.7999371012669603,0.06923183009240105,0.40421052631578946,0.15675675675675677,0.26751592356687903,0.11764705882352941,0.6713286713286714,0.9183673469387755,0.03826086956521739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40,0.18591068379908343,0.19555923320921254,0.16421052631578945,0.1837837837837838,0.0,0.3970588235294118,0.14685314685314682,0.1020408163265306,0.19304347826086957,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
59,0.3037110252493485,0.07998896703902911,0.03368421052631579,0.0,0.01273885350318471,0.022058823529411763,0.22377622377622375,0.3061224489795918,0.20521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
134,0.7501572468325994,0.11708729830368225,0.24842105263157896,0.1891891891891892,0.24203821656050956,0.1838235294117647,0.11888111888111887,0.6122448979591836,0.10260869565217393,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,0.234567346572019,0.28864984140118605,0.1831578947368421,0.1945945945945946,0.03184713375796179,0.22058823529411764,0.2727272727272727,0.1020408163265306,0.33043478260869563,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,0.025608769880492432,0.38022341745966076,0.2105263157894737,0.0,0.2866242038216561,0.375,0.2097902097902098,0.04081632653061225,0.31304347826086953,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16,0.07040165333812559,0.4610398565715074,0.24842105263157896,0.23243243243243245,0.07643312101910828,0.3970588235294118,0.1258741258741259,0.5510204081632653,0.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
165,0.8767184832419803,0.007585160667494137,0.7368421052631579,0.6162162162162164,0.7197452229299364,0.375,0.5384615384615385,0.3061224489795918,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
65,0.33965315841495186,0.7120397186594953,0.2673684210526316,0.1837837837837838,0.19745222929936307,0.11029411764705882,0.2937062937062937,0.836734693877551,0.45913043478260873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
74,0.37564021924701224,0.297200386153634,0.5957894736842104,0.945945945945946,0.29299363057324845,0.21323529411764705,0.02797202797202797,0.1020408163265306,0.12695652173913044,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61,0.3184472998472459,0.19969659357330027,0.471578947368421,0.49729729729729727,0.08917197452229299,0.3088235294117647,0.47552447552447547,0.6122448979591836,0.09043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
177,0.9700781741396352,0.06412908564335953,0.16421052631578945,0.021621621621621623,0.050955414012738856,0.06617647058823528,0.6363636363636364,0.04081632653061225,0.08695652173913045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,0.16964686854164795,0.03930492345883327,0.6926315789473684,0.7621621621621621,0.7388535031847134,0.2720588235294118,0.32167832167832167,0.510204081632653,0.0052173913043478334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,0.11973223110791625,0.8438836022617571,0.07789473684210527,0.15675675675675677,0.1656050955414013,0.05147058823529412,0.07692307692307691,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54,0.2785066043669691,0.18494000827472074,0.3326315789473684,0.23783783783783785,0.5095541401273885,0.19117647058823528,0.1678321678321678,0.40816326530612246,0.11130434782608697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
119,0.6815527001527542,0.008964280788856707,0.11157894736842103,0.13513513513513514,0.24203821656050956,0.13970588235294118,0.048951048951048945,0.0,0.06260869565217392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
133,0.7472818761793512,0.6716314991035719,0.39368421052631575,0.14054054054054055,0.2738853503184714,0.926470588235294,0.1258741258741259,0.20408163265306117,0.32869565217391306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
164,0.8729445592595921,0.2940284098745001,0.5557894736842105,0.2972972972972973,0.9936305732484076,0.22794117647058823,0.3706293706293706,0.1020408163265306,0.10608695652173913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130,0.722661514960913,0.03420217900979175,0.43999999999999995,0.23243243243243245,0.6560509554140128,0.35294117647058826,0.34265734265734266,0.04081632653061225,0.01739130434782609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
87,0.46607961182496177,0.16508067852709973,0.2021052631578947,0.40540540540540543,0.19745222929936307,0.00735294117647059,0.13986013986013984,0.04081632653061225,0.15130434782608695,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,0.03728996315931349,0.20479933802234174,0.17473684210526316,0.12432432432432433,0.12738853503184716,0.19117647058823528,0.02797202797202797,0.9387755102040815,0.19478260869565217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,0.027316021205858576,0.04413184388360228,0.39368421052631575,0.2810810810810811,0.22929936305732485,0.7205882352941176,0.22377622377622375,0.1020408163265306,0.027826086956521744,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
144,0.7922095426363556,0.6188111984553855,0.5221052631578947,0.8756756756756758,0.6305732484076434,0.19117647058823528,0.048951048951048945,0.0,0.23130434782608694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
170,0.9316650193188967,0.0013791201213625703,0.11789473684210525,0.10270270270270271,0.038216560509554146,0.07352941176470587,0.14685314685314682,0.8163265306122448,0.059130434782608696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
171,0.9401563482792703,0.6676320507516205,0.4631578947368421,0.07567567567567568,1.0,0.33088235294117646,0.07692307692307691,0.9183673469387755,0.26956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
107,0.605894509839159,0.41387394842090747,0.8589473684210526,0.8756756756756758,0.26751592356687903,0.7867647058823529,0.6293706293706294,0.8775510204081632,0.09565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
178,0.9867014107287266,0.025237898220935043,0.06105263157894736,0.11351351351351352,0.36305732484076436,0.05147058823529412,0.1888111888111888,0.20408163265306117,0.05043478260869565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
89,0.4712912211339743,0.34919321472900294,0.3894736842105263,0.15675675675675677,0.42038216560509556,0.22058823529411764,0.4965034965034965,0.3061224489795918,0.1826086956521739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21,0.09106837990834754,0.012136257067990625,0.47578947368421043,0.31351351351351353,0.49044585987261147,0.15441176470588233,0.5664335664335665,0.510204081632653,0.0052173913043478334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11,0.03800880582262556,0.1853537443111295,0.2610526315789473,0.043243243243243246,0.6560509554140128,0.0,0.2727272727272727,0.20408163265306117,0.13565217391304346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
67,0.3594213316560338,0.4995173079575231,0.3221052631578947,0.07567567567567568,0.4968152866242038,0.29411764705882354,0.4195804195804196,0.44897959183673464,0.2556521739130435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,0.013882648935214292,0.04675217211419114,0.3242105263157895,0.21081081081081082,0.5414012738853503,0.09558823529411764,0.3356643356643356,0.1020408163265306,0.036521739130434785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
86,0.4645969988318806,0.24396634946903878,0.5747368421052631,0.8054054054054054,0.09554140127388537,0.11029411764705882,0.7132867132867133,0.510204081632653,0.08521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
120,0.6816874831521251,0.04578678802923736,0.2673684210526316,0.14054054054054055,0.2547770700636943,0.6102941176470588,0.048951048951048945,0.14285714285714285,0.052173913043478265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
91,0.4872405427262108,0.8714660046890084,0.4168421052631579,0.2864864864864865,0.01910828025477708,0.625,0.3356643356643356,0.9183673469387755,0.4052173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
121,0.6876179351244496,0.3591228796028134,0.25263157894736843,0.010810810810810811,0.4840764331210191,0.04411764705882353,0.4685314685314685,0.1020408163265306,0.25043478260869567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48,0.2434630245305059,0.9669011170872983,0.26526315789473687,0.07027027027027027,0.29299363057324845,0.2720588235294118,0.32167832167832167,0.40816326530612246,0.6208695652173912,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151,0.8050139275766017,0.10591642532064544,0.2063157894736842,0.10270270270270271,0.11464968152866244,0.19117647058823528,0.32167832167832167,0.510204081632653,0.11304347826086958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
44,0.223425285290682,0.5475106881809406,0.22315789473684208,0.14054054054054055,0.10191082802547773,0.411764705882353,0.02797202797202797,0.14285714285714285,0.6086956521739131,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51,0.2548297241441279,0.43221624603502967,0.4736842105263157,0.7081081081081082,0.30573248407643316,0.15441176470588233,0.07692307692307691,0.0,0.25043478260869567,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.0030101536526193073,0.0106192249344918,0.16,0.06486486486486487,0.15286624203821658,0.1838235294117647,0.22377622377622375,0.6122448979591836,0.03826086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
81,0.4597897385209812,0.49551785960557165,0.3873684210526316,0.10270270270270271,0.24203821656050956,0.6470588235294117,0.3006993006993007,0.6530612244897959,0.24695652173913046,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18,0.08271183394734477,0.07998896703902911,0.3326315789473684,0.16216216216216217,0.42038216560509556,0.09558823529411764,0.48951048951048953,0.3061224489795918,0.060869565217391314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12,0.0406595381435888,0.7321748724313888,0.671578947368421,0.43783783783783786,0.8407643312101911,0.42647058823529416,0.6013986013986015,0.04081632653061225,0.22434782608695653,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
160,0.8492676790367508,0.13570541994207697,0.4905263157894736,0.24864864864864866,0.3439490445859873,0.07352941176470587,0.9650349650349651,0.4285714285714285,0.05565217391304347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56,0.2886153293197951,0.06881809405599229,0.0694736842105263,0.03783783783783784,0.006369426751592355,0.286764705882353,0.06993006993006994,0.24489795918367346,0.1408695652173913,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
154,0.8118878605445232,0.09074610398565716,0.16,0.15675675675675677,0.2993630573248408,0.04411764705882353,0.17482517482517484,0.1020408163265306,0.12000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50,0.25370653248270286,0.694249069093918,0.8842105263157894,0.7945945945945947,0.9490445859872612,0.5808823529411764,0.48251748251748244,0.24489795918367346,0.16347826086956524,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,0.11204960014376858,0.8838780857812716,0.13894736842105262,0.15675675675675677,0.22929936305732485,0.022058823529411763,0.03496503496503496,0.5918367346938775,0.8886956521739131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
159,0.8445502740587654,0.2846503930492346,0.13052631578947368,0.043243243243243246,0.11464968152866244,0.13970588235294118,0.13986013986013984,0.673469387755102,0.41391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
101,0.5681552700152754,0.13225761963867053,0.37473684210526315,0.2756756756756757,0.30573248407643316,0.6102941176470588,0.22377622377622375,0.0,0.07304347826086956,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
136,0.7518644981579656,0.06716314991035718,0.01684210526315788,0.0,0.07643312101910828,0.022058823529411763,0.15384615384615385,0.14285714285714285,0.18956521739130436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
